Direction (°),C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/20240...dpics/otherreplicates/62pt5_rep3_4x_stitched_stack-MaxIP,C:/Users/laSch/Dropbox(MIT)/RamanLab/LauraSchwendeman/20240...dpics/otherreplicates/62pt5_rep3_4x_stitched_stack-MaxIP-fit
0.000000000,0.009550982,0.008428909
2.022471910,0.009144488,0.008444082
4.044943820,0.009292924,0.008461873
6.067415730,0.009120307,0.008482642
8.089887640,0.008839656,0.008506784
10.112359551,0.008491534,0.008534722
12.134831461,0.008588632,0.008566913
14.157303371,0.008236300,0.008603841
16.179775281,0.008126398,0.008646013
18.202247191,0.008663387,0.008693961
20.224719101,0.008042261,0.008748228
22.247191011,0.008440824,0.008809370
24.269662921,0.008346943,0.008877942
26.292134831,0.008484802,0.008954493
28.314606742,0.007662489,0.009039553
30.337078652,0.007478291,0.009133623
32.359550562,0.007594351,0.009237164
34.382022472,0.008290572,0.009350579
36.404494382,0.008138465,0.009474206
38.426966292,0.008208067,0.009608297
40.449438202,0.008274249,0.009753008
42.471910112,0.008008477,0.009908383
44.494382022,0.009173587,0.010074342
46.516853933,0.008749877,0.010250665
48.539325843,0.009260139,0.010436985
50.561797753,0.009636698,0.010632776
52.584269663,0.009753268,0.010837347
54.606741573,0.010272674,0.011049839
56.629213483,0.010492203,0.011269219
58.651685393,0.011034349,0.011494288
60.674157303,0.011372843,0.011723681
62.696629213,0.012005920,0.011955882
64.719101124,0.012276195,0.012189232
66.741573034,0.012901705,0.012421946
68.764044944,0.014817469,0.012652138
70.786516854,0.014371462,0.012877840
72.808988764,0.015112362,0.013097029
74.831460674,0.016174427,0.013307659
76.853932584,0.015812022,0.013507690
78.876404494,0.016348036,0.013695119
80.898876404,0.015813745,0.013868018
82.921348315,0.015485999,0.014024561
84.943820225,0.016215659,0.014163059
86.966292135,0.015103231,0.014281991
88.988764045,0.014720058,0.014380030
91.011235955,0.014264434,0.014456067
93.033707865,0.013690035,0.014509236
95.056179775,0.013702174,0.014538925
97.078651685,0.012904452,0.014544792
99.101123596,0.012399790,0.014526768
101.123595506,0.013319161,0.014485062
103.146067416,0.012915018,0.014420154
105.168539326,0.012829184,0.014332789
107.191011236,0.013872717,0.014223958
109.213483146,0.012890948,0.014094883
111.235955056,0.013034568,0.013946994
113.258426966,0.012308609,0.013781902
115.280898876,0.012742478,0.013601368
117.303370787,0.012757138,0.013407275
119.325842697,0.012832855,0.013201593
121.348314607,0.012706753,0.012986348
123.370786517,0.012919351,0.012763587
125.393258427,0.012314906,0.012535349
127.415730337,0.012164310,0.012303631
129.438202247,0.012091695,0.012070364
131.460674157,0.011756373,0.011837384
133.483146067,0.011406297,0.011606413
135.505617978,0.011280499,0.011379042
137.528089888,0.011005849,0.011156710
139.550561798,0.011570763,0.010940699
141.573033708,0.011811325,0.010732122
143.595505618,0.012020605,0.010531925
145.617977528,0.011708156,0.010340881
147.640449438,0.011606271,0.010159597
149.662921348,0.011969341,0.009988515
151.685393258,0.010592013,0.009827928
153.707865169,0.010432681,0.009677981
155.730337079,0.010423608,0.009538691
157.752808989,0.009875572,0.009409955
159.775280899,0.009636261,0.009291566
161.797752809,0.009479056,0.009183226
163.820224719,0.009194649,0.009084563
165.842696629,0.009527811,0.008995141
167.865168539,0.009328933,0.008914479
169.887640449,0.009237490,0.008842059
171.910112360,0.009360592,0.008777340
173.932584270,0.009011950,0.008719768
175.955056180,0.008917974,0.008668788
177.977528090,0.008706043,0.008623849
180.000000000,0.009550982,0.008584413
